LaneID,public_name,GPSC,In_Silico_St,CC,Aroe,Xpt,Ddl,Gdh,Gki,Recp,Spi,goeBURST,cgMLST,HierCC,LIN_barcode,LIN_Lineage,GPSC__colour,CC__Colour,HC__Colour
21523_1#145,GPS_GM_3151,53,847,156,7,112,14,11,4,1,6,0,14778,589,NA,None,#dc9a6c,#9030b7,#3d43b9
21523_1#146,GPS_GM_3152,94,2174,2174,7,142,14,16,8,8,6,65,14779,7,0_61_3_4_12_0_0_0_0_3_0,0_61_3,#ed4585,#4297ff,#d94d0b
21523_1#147,GPS_GM_3153,84,10669,10969,2,1,9,5,4,10,17,67,14780,4,0_55_1_14_1_0_0_0_0_2_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
21523_1#148,GPS_GM_3154,78,5511,5706,12,1,9,5,4,10,11,249,14781,3765,0_386_0_0_1_0_0_0_0_2_0,0_386_0,#8bbe38,#00a5fb,#cd6600
21523_1#149,GPS_GM_3155,40,10600,910,5,17,19,225,6,5,9,82,14782,355,0_44_0_1_4_0_0_0_8_0_0,0_44_0,#5f955c,#f27a10,#91b400
21523_1#150,GPS_GM_3156,103,3407,3407,23,4,74,189,4,12,43,95,14784,3398,0_287_0_2_0_0_0_0_0_2_0,0_287_0,#24938a,#e5c445,#b02800
21523_1#152,GPS_GM_3158,53,847,156,7,112,14,11,4,1,6,0,14785,589,0_171_0_0_7_0_0_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
21523_1#153,GPS_GM_3159,84,1730,10969,2,1,8,5,4,10,17,67,14786,4,0_55_1_14_0_0_0_0_0_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
21523_1#154,GPS_GM_3160,516,12802,12802,7,28,14,556,5,1,6,795,14787,11169,0_112_0_0_0_0_0_0_0_1_0,0_112_0,#db9e6e,#ff2c79,#00997b
21523_1#155,GPS_GM_3161,53,847,156,7,112,14,11,4,1,6,0,14788,589,NA,None,#dc9a6c,#9030b7,#3d43b9
21523_1#156,GPS_GM_3162,53,847,156,7,112,14,11,4,1,6,0,14789,589,0_171_0_0_3_0_1_0_0_1_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
21523_1#157,GPS_GM_3163,30,5521,3735,2,27,309,8,62,16,6,19,14790,830,0_254_0_9_1_0_0_0_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
21523_1#158,GPS_GM_3164,221,11720,473,7,20,28,25,467,4,15,14,14791,3845,0_21_17_1_2_0_0_0_0_2_0,0_21_17,#a28422,#73c024,#ff7735
21523_1#159,GPS_GM_3165,88,1735,1735,6,1,5,5,2,5,36,81,14792,396,0_33_1_0_2_0_0_0_0_0_0,0_33_1,#4f79db,#0079db,#0277ce
21523_1#160,GPS_GM_3166,84,5702,5702,2,83,6,8,9,10,17,792,9568,4,0_55_1_13_0_0_0_0_0_0_0,0_55_1,#b5b53a,#f01959,#ff7bf9
21523_1#161,GPS_GM_3167,23,8052,8052,7,1,17,20,1,2,6,749,14794,12,0_130_1_38_0_0_0_0_1_0_0,0_130_1,#df7ddc,#0056b7,#69df5d
21523_1#162,GPS_GM_3168,302,5349,63,2,115,14,17,1,76,6,1,14795,3891,0_379_0_1_1_0_0_1_0_0_0,0_379_0,#53c24c,#d575ff,#18519d
21523_1#163,GPS_GM_3169,53,847,156,7,112,14,11,4,1,6,0,14796,589,NA,None,#dc9a6c,#9030b7,#3d43b9
21523_1#164,GPS_GM_3170,53,847,156,7,112,14,11,4,1,6,0,14797,589,0_171_0_0_14_0_1_1_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
21523_1#165,GPS_GM_3171,53,847,156,7,112,14,11,4,1,6,0,14798,589,0_171_0_0_11_0_1_0_0_1_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
21523_1#166,GPS_GM_3172,53,847,156,7,112,14,11,4,1,6,0,14799,589,NA,None,#dc9a6c,#9030b7,#3d43b9
21523_1#167,GPS_GM_3173,80,11711,473,7,632,5,5,4,4,15,14,14800,3194,0_21_11_0_6_0_0_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
21523_1#168,GPS_GM_3174,40,910,910,5,17,19,5,6,5,9,82,14801,355,0_44_0_2_1_0_4_1_0_0_0,0_44_0,#5f955c,#f27a10,#91b400
21523_1#169,GPS_GM_3175,71,5103,5103,8,1,19,5,6,47,9,402,14802,355,0_44_0_23_0_1_0_4_0_0_0,0_44_0,#962949,#d3cb21,#91b400
21523_1#170,GPS_GM_3176,112,4033,4033,118,19,6,8,4,12,17,143,14804,3330,0_286_0_0_2_0_0_1_0_0_0,0_286_0,#e282be,#ffa12e,#d67e00
21523_1#171,GPS_GM_3177,43,11758,156,15,123,161,17,4,302,6,0,14805,389,0_109_0_13_0_0_0_0_2_0_0,0_109_0,#31957f,#9030b7,#a7d55c
22276_1#1,GPS_GM_3178,62,913,914,6,19,9,57,83,28,7,94,15401,24,NA,None,#8e1ca7,#c5ce32,#ff66d6
22276_1#2,GPS_GM_3179,30,5521,3735,2,27,309,8,62,16,6,19,15492,830,0_254_0_9_5_0_5_0_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
22276_1#3,GPS_GM_3180,40,910,910,5,17,19,5,6,5,9,82,15502,355,0_44_0_2_4_0_0_0_0_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#4,GPS_GM_3181,40,910,910,5,17,19,5,6,5,9,82,13505,355,0_44_0_2_4_0_0_0_0_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#5,GPS_GM_3182,22,5902,5902,8,1,6,5,36,3,6,5,15523,885,0_20_1_10_0_0_8_0_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#6,GPS_GM_3183,112,11661,11661,118,4,6,8,4,12,13,786,15533,3330,0_286_0_0_20_0_0_2_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#7,GPS_GM_3184,80,11711,473,7,632,5,5,4,4,15,14,15544,3194,0_21_11_0_6_3_0_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#8,GPS_GM_3185,9,15615,63,2,21,28,5,36,12,17,1,15555,2,0_74_0_1_42_0_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
22276_1#9,GPS_GM_3186,221,11720,473,7,20,28,25,467,4,15,14,15563,3845,0_21_17_1_2_0_0_3_0_0_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#10,GPS_GM_3187,81,344,344,8,12,53,37,9,29,2,25,15402,481,NA,None,#c942b0,#228600,#285e16
22276_1#11,GPS_GM_3188,103,3407,3407,23,4,74,189,4,12,43,95,15411,3398,0_287_0_1_14_2_0_0_1_0_0,0_287_0,#24938a,#e5c445,#b02800
22276_1#13,GPS_GM_3190,80,11711,473,7,632,5,5,4,4,15,14,15427,3194,0_21_11_0_6_3_0_0_0_2_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#14,GPS_GM_3191,80,11711,473,7,632,5,5,4,4,15,14,15438,3194,0_21_11_0_6_3_0_0_0_1_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#15,GPS_GM_3192,22,5902,5902,8,1,6,5,36,3,6,5,15448,885,0_20_1_10_0_0_14_0_0_1_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#16,GPS_GM_3193,22,5902,5902,8,1,6,5,36,3,6,5,15458,885,0_20_1_10_0_0_14_0_2_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#17,GPS_GM_3194,112,11661,11661,118,4,6,8,4,12,13,786,15469,3330,0_286_0_0_20_0_0_2_0_2_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#19,GPS_GM_3196,62,913,914,6,19,9,57,83,28,7,94,15490,24,NA,None,#8e1ca7,#c5ce32,#ff66d6
22276_1#20,GPS_GM_3197,112,15616,4033,118,1,6,8,4,12,464,143,15493,3330,0_286_0_0_12_0_0_0_0_0_0,0_286_0,#e282be,#ffa12e,#d67e00
22276_1#21,GPS_GM_3198,646,13856,13310,434,807,22,65,95,24,6,358,15494,15060,NA,None,#e94c42,#225f03,#aa9800
22276_1#22,GPS_GM_3199,32,2178,218,10,20,29,20,14,1,6,37,15495,96,0_93_0_9_6_0_0_0_0_0_0,0_93_0,#8490db,#a01ca8,#00c659
22276_1#23,GPS_GM_3200,103,3407,3407,23,4,74,189,4,12,43,95,15496,3398,0_287_0_1_6_0_1_0_0_0_0,0_287_0,#24938a,#e5c445,#b02800
22276_1#24,GPS_GM_3201,5,10542,156,7,6,8,13,4,42,25,0,13501,8,0_11_3_13_1_0_0_1_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#25,GPS_GM_3202,53,847,156,7,112,14,11,4,1,6,0,15497,589,0_171_0_0_7_3_0_0_0_1_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#26,GPS_GM_3203,789,15798,15798,8,1,484,37,84,3,666,825,15498,15856,NA,None,#d97030,#b491ff,#9d9600
22276_1#27,GPS_GM_3204,103,3407,3407,23,4,74,189,4,12,43,95,15499,3398,0_287_0_1_14_2_0_0_0_0_0,0_287_0,#24938a,#e5c445,#b02800
22276_1#28,GPS_GM_3205,43,5719,156,15,123,161,17,4,16,6,0,15500,389,0_109_0_13_4_1_0_0_0_1_0,0_109_0,#31957f,#9030b7,#a7d55c
22276_1#29,GPS_GM_3206,53,847,156,7,112,14,11,4,1,6,0,15501,589,0_171_0_0_7_3_0_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#30,GPS_GM_3207,220,10552,10552,1,19,6,12,2,16,10,513,15503,3821,0_100_3_1_1_0_2_0_0_0_0,0_100_3,#784a8b,#8fd63b,#35d660
22276_1#31,GPS_GM_3208,53,847,156,7,112,14,11,4,1,6,0,15504,589,0_171_0_0_7_3_0_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#32,GPS_GM_3209,81,344,344,8,12,53,37,9,29,2,25,15505,481,NA,None,#c942b0,#228600,#285e16
22276_1#33,GPS_GM_3210,58,5734,5734,16,358,28,38,4,16,7,355,15506,3234,0_354_0_2_0_1_0_0_0_0_0,0_354_0,#e28180,#384aaa,#47d8e9
22276_1#34,GPS_GM_3211,209,8164,8164,54,28,506,5,1,162,6,98,15507,4898,0_343_0_0_6_2_0_0_0_0_0,0_343_0,#4bcfa7,#e3004d,#6eceff
22276_1#35,GPS_GM_3212,43,5719,156,15,123,161,17,4,16,6,0,15508,389,0_109_0_13_4_1_0_0_0_0_0,0_109_0,#31957f,#9030b7,#a7d55c
22276_1#36,GPS_GM_3213,274,8949,8949,177,83,18,134,4,18,9,187,15509,3387,0_392_0_1_1_0_0_0_0_0_0,0_392_0,#d589be,#aad329,#30cb52
22276_1#37,GPS_GM_3214,40,910,910,5,17,19,5,6,5,9,82,15510,355,0_44_0_2_0_3_0_0_0_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#38,GPS_GM_3215,117,15617,11754,12,379,9,460,261,4,42,251,15511,3206,NA,None,#b1b26c,#fa2686,#67d045
22276_1#39,GPS_GM_3216,61,10593,10593,10,3,1,16,2,1,9,760,15512,390,0_1_2_5_0_4_0_0_1_0_0,0_1_2,#64dd58,#0298ee,#e9b500
22276_1#40,GPS_GM_3217,26,3334,3334,12,27,14,5,53,8,7,252,15513,15,0_310_0_4_0_0_1_0_0_0_0,0_310_0,#b4ba5c,#339bff,#37e276
22276_1#41,GPS_GM_3218,98,10852,3406,7,3,70,9,15,11,178,188,15514,126,0_370_0_6_5_0_0_0_0_0_0,0_370_0,#de443f,#e0133c,#49ba32
22276_1#42,GPS_GM_3219,34,4832,1778,2,88,6,5,54,8,27,40,15515,874,0_64_0_2_25_0_1_0_0_0_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_1#43,GPS_GM_3220,112,11661,11661,118,4,6,8,4,12,13,786,15516,3330,0_286_0_0_20_0_0_2_0_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#44,GPS_GM_3221,112,11661,11661,118,4,6,8,4,12,13,786,15517,3330,0_286_0_0_20_0_0_2_0_1_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#45,GPS_GM_3222,275,15618,5823,1,26,11,32,2,1,15,96,15518,3879,0_229_0_1_3_0_0_0_0_0_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_1#46,GPS_GM_3223,193,1131,156,7,6,8,13,4,6,25,0,15519,8,0_11_6_1_0_0_0_0_0_0_0,0_11_6,#9463dd,#9030b7,#8435bb
22276_1#47,GPS_GM_3224,30,5521,3735,2,27,309,8,62,16,6,19,15520,830,0_254_0_9_5_0_3_0_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
22276_1#48,GPS_GM_3225,98,10852,3406,7,3,70,9,15,11,178,188,15521,126,0_370_0_6_5_0_0_0_1_0_0,0_370_0,#de443f,#e0133c,#49ba32
22276_1#49,GPS_GM_3226,84,10589,10969,2,1,14,5,4,10,17,67,15522,4,0_55_1_2_2_0_0_0_0_2_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_1#50,GPS_GM_3227,34,15619,1778,2,88,6,5,54,38,9,40,15524,874,0_64_0_2_17_0_0_0_0_0_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_1#51,GPS_GM_3228,150,10610,2818,58,88,31,9,29,10,6,142,15525,29,0_282_0_2_9_0_0_0_0_0_0,0_282_0,#51d2a1,#015fc1,#e44027
22276_1#52,GPS_GM_3229,221,11720,473,7,20,28,25,467,4,15,14,15526,3845,0_21_17_1_1_1_0_0_0_0_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#53,GPS_GM_3230,91,8958,8958,72,3,9,5,387,5,7,629,15527,3199,0_146_0_4_1_1_1_0_0_0_0,0_146_0,#799537,#3d8500,#ad25ae
22276_1#54,GPS_GM_3231,34,15619,1778,2,88,6,5,54,38,9,40,15528,874,0_64_0_2_17_0_0_0_0_0_0,0_64_0,#3fc6d1,#e37f00,#fc5ad4
22276_1#55,GPS_GM_3232,333,5527,5527,1,122,28,25,4,4,6,221,15529,3201,0_21_12_0_1_2_0_0_0_0_0,0_21_12,#32763e,#fe8220,#e86015
22276_1#56,GPS_GM_3233,221,11720,473,7,20,28,25,467,4,15,14,15530,3845,0_21_17_1_2_0_0_3_2_0_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#57,GPS_GM_3234,61,10625,10625,1,1,31,16,54,10,7,144,15531,390,0_1_0_8_3_0_0_0_0_1_0,0_1_0,#64dd58,#f4b609,#e9b500
22276_1#58,GPS_GM_3235,182,9197,2941,97,1,14,5,1,226,36,353,15532,765,0_267_1_2_3_0_0_0_0_0_0,0_267_1,#c2ab6d,#e48d00,#c3008a
22276_1#59,GPS_GM_3236,5,12380,156,5,6,8,13,8,6,25,0,12777,8,0_11_3_19_3_0_0_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#60,GPS_GM_3237,11,12214,193,8,26,1,10,2,16,526,15,15534,49,0_10_0_63_0_0_0_0_0_0_0,0_10_0,#5d4dae,#0067ef,#58b118
22276_1#61,GPS_GM_3238,274,8949,8949,177,83,18,134,4,18,9,187,15535,3387,NA,None,#d589be,#aad329,#30cb52
22276_1#62,GPS_GM_3239,80,917,473,7,20,5,5,4,4,15,14,15536,3194,0_21_11_0_9_0_1_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#63,GPS_GM_3240,80,917,473,7,20,5,5,4,4,15,14,15537,3194,0_21_11_0_27_0_0_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#64,GPS_GM_3241,359,7599,7599,8,1,484,8,223,1,13,753,15538,3762,NA,None,#98552e,#e5630a,#59adff
22276_1#65,GPS_GM_3242,221,11720,473,7,20,28,25,467,4,15,14,15539,3845,0_21_17_1_2_0_0_3_1_0_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#66,GPS_GM_3243,40,910,910,5,17,19,5,6,5,9,82,15540,355,0_44_0_2_0_1_4_0_0_1_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#67,GPS_GM_3244,23,15621,10911,5,1,14,6,1,16,10,359,15541,12,0_130_1_52_0_0_0_0_0_1_0,0_130_1,#df7ddc,#9f9300,#69df5d
22276_1#68,GPS_GM_3245,61,10593,10593,10,3,1,16,2,1,9,760,15542,390,0_1_2_5_0_4_0_0_0_0_0,0_1_2,#64dd58,#0298ee,#e9b500
22276_1#69,GPS_GM_3246,274,8949,8949,177,83,18,134,4,18,9,187,15543,3387,NA,None,#d589be,#aad329,#30cb52
22276_1#70,GPS_GM_3247,182,9197,2941,97,1,14,5,1,226,36,353,15545,765,0_267_1_2_3_0_0_0_0_1_0,0_267_1,#c2ab6d,#e48d00,#c3008a
22276_1#71,GPS_GM_3248,5,337,156,7,2,8,13,8,6,6,0,15546,8,0_11_3_39_0_2_2_0_0_1_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#72,GPS_GM_3249,9,63,63,2,21,14,5,36,12,17,1,15547,2,NA,None,#4c71e1,#d575ff,#fa77fa
22276_1#73,GPS_GM_3250,91,8958,8958,72,3,9,5,387,5,7,629,15548,3199,0_146_0_4_1_1_1_0_0_1_0,0_146_0,#799537,#3d8500,#ad25ae
22276_1#74,GPS_GM_3251,67,1381,1381,10,1,145,11,4,16,15,66,15549,1478,0_2_7_4_0_1_0_1_0_1_0,0_2_7,#ff8df6,#bc7aff,#85da74
22276_1#75,GPS_GM_3252,80,917,473,7,20,5,5,4,4,15,14,15550,3194,0_21_11_0_9_0_1_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#76,GPS_GM_3253,84,10589,10969,2,1,14,5,4,10,17,67,15551,4,0_55_1_2_2_0_0_0_0_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_1#77,GPS_GM_3254,221,11720,473,7,20,28,25,467,4,15,14,15552,3845,0_21_17_1_0_0_0_1_0_1_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#78,GPS_GM_3255,5,337,156,7,2,8,13,8,6,6,0,15553,8,0_11_3_39_0_2_2_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#79,GPS_GM_3256,84,10589,10969,2,1,14,5,4,10,17,67,15554,4,0_55_1_2_2_0_0_0_0_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_1#80,GPS_GM_3257,182,9197,2941,97,1,14,5,1,226,36,353,15556,765,0_267_1_2_3_0_0_0_1_0_0,0_267_1,#c2ab6d,#e48d00,#c3008a
22276_1#81,GPS_GM_3258,71,5103,5103,8,1,19,5,6,47,9,402,11062,355,0_44_0_23_0_1_0_9_0_0_0,0_44_0,#962949,#d3cb21,#91b400
22276_1#82,GPS_GM_3259,81,12201,344,8,702,53,37,9,29,2,25,15557,481,NA,None,#c942b0,#228600,#285e16
22276_1#83,GPS_GM_3260,84,10589,10969,2,1,14,5,4,10,17,67,15558,4,0_55_1_2_2_0_0_0_0_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_1#85,GPS_GM_3262,700,15622,15594,8,79,19,57,29,18,10,360,15559,14967,0_203_0_0_0_0_0_0_0_0_0,0_203_0,#4a8a63,#366800,#bb99ff
22276_1#86,GPS_GM_3263,121,4029,4029,13,1,19,5,62,18,9,346,15560,3277,0_50_0_2_3_0_0_0_0_0_0,0_50_0,#ae6b9c,#ffaf32,#c30027
22276_1#87,GPS_GM_3264,61,10593,10593,10,3,1,16,2,1,9,760,15561,390,0_1_2_5_0_4_0_0_0_0_0,0_1_2,#64dd58,#0298ee,#e9b500
22276_1#88,GPS_GM_3265,53,847,156,7,112,14,11,4,1,6,0,15562,589,0_171_0_0_80_0_0_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#89,GPS_GM_3266,84,10589,10969,2,1,14,5,4,10,17,67,15551,4,0_55_1_2_2_0_0_0_0_0_0,0_55_1,#b5b53a,#9e3fc5,#ff7bf9
22276_1#90,GPS_GM_3267,11,12214,193,8,26,1,10,2,16,526,15,15564,49,0_10_0_63_0_0_0_0_0_0_0,0_10_0,#5d4dae,#0067ef,#58b118
22276_1#91,GPS_GM_3268,71,5103,5103,8,1,19,5,6,47,9,402,11062,355,0_44_0_23_0_1_0_9_0_0_0,0_44_0,#962949,#d3cb21,#91b400
22276_1#92,GPS_GM_3269,9,63,63,2,21,14,5,36,12,17,1,15565,2,0_74_0_1_81_0_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
22276_1#96,GPS_GM_3270,147,6040,6040,10,1,14,8,82,16,81,99,15569,3750,0_111_2_1_1_0_0_0_0_0_0,0_111_2,#3a7f2c,#b7d249,#4746a8
22276_1#101,GPS_GM_3272,72,11721,3329,7,20,18,459,4,8,6,182,15403,718,0_65_0_2_19_0_0_0_0_0_0,0_65_0,#019fbc,#ff8a22,#45c1ff
22276_1#108,GPS_GM_3273,88,1735,1735,6,1,5,5,2,5,36,81,15409,396,0_33_1_0_4_0_1_0_0_0_0,0_33_1,#4f79db,#0079db,#0277ce
22276_1#109,GPS_GM_3274,2,3081,217,10,232,9,18,4,1,7,11,15410,25,0_0_0_13_9_0_0_0_18_0_0,0_0_0,#8da9ac,#8220a8,#4948cc
22276_1#111,GPS_GM_3275,9,2447,63,2,21,14,5,36,12,9,1,15413,2,0_74_0_1_48_0_5_1_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
22276_1#112,GPS_GM_3276,40,910,910,5,17,19,5,6,5,9,82,8486,355,0_44_0_2_1_4_0_0_2_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#113,GPS_GM_3277,26,989,989,12,112,14,5,89,8,6,17,15414,15,0_310_0_0_26_0_8_0_0_0_0,0_310_0,#b4ba5c,#6437bb,#37e276
22276_1#114,GPS_GM_3278,40,910,910,5,17,19,5,6,5,9,82,15415,355,0_44_0_2_4_0_0_0_1_0_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#116,GPS_GM_3280,53,847,156,7,112,14,11,4,1,6,0,15416,589,0_171_0_0_6_0_0_0_0_2_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#117,GPS_GM_3281,5,918,156,7,6,14,13,8,6,9,0,15417,8,0_11_3_79_0_0_0_0_0_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#118,GPS_GM_3282,30,5521,3735,2,27,309,8,62,16,6,19,13487,830,0_254_0_9_5_0_1_4_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
22276_1#119,GPS_GM_3283,40,910,910,5,17,19,5,6,5,9,82,15418,355,0_44_0_2_1_4_0_0_1_1_0,0_44_0,#5f955c,#f27a10,#91b400
22276_1#120,GPS_GM_3284,80,10594,473,7,20,5,5,4,5,15,14,15419,3194,0_21_11_0_0_0_0_1_1_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#121,GPS_GM_3285,53,847,156,7,112,14,11,4,1,6,0,15420,589,0_171_0_0_15_3_0_0_0_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#122,GPS_GM_3286,5,337,156,7,2,8,13,8,6,6,0,15421,8,0_11_3_39_0_2_4_2_1_0_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#123,GPS_GM_3287,112,11661,11661,118,4,6,8,4,12,13,786,15422,3330,0_286_0_0_20_0_0_3_1_0_0,0_286_0,#e282be,#2adcd6,#d67e00
22276_1#124,GPS_GM_3288,44,177,177,7,1,14,14,4,12,1,34,13185,259,0_21_20_1_50_0_0_0_0_0_0,0_21_20,#b33321,#5838bc,#8e1da8
22276_1#125,GPS_GM_3289,112,4033,4033,118,19,6,8,4,12,17,143,3801,3330,0_286_0_0_2_0_0_0_0_0_0,0_286_0,#e282be,#ffa12e,#d67e00
22276_1#126,GPS_GM_3290,221,11720,473,7,20,28,25,467,4,15,14,15423,3845,0_21_17_1_1_4_0_0_2_0_0,0_21_17,#a28422,#73c024,#ff7735
22276_1#127,GPS_GM_3291,96,74,74,2,6,14,13,4,1,6,16,15424,1427,0_321_0_0_9_0_0_1_0_0_0,0_321_0,#da3a60,#cccd1a,#afb400
22276_1#128,GPS_GM_3292,30,5521,3735,2,27,309,8,62,16,6,19,15425,830,0_254_0_9_5_0_1_4_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
22276_1#129,GPS_GM_3293,58,5716,4036,16,4,31,214,4,18,15,185,15426,3234,0_354_0_0_11_0_0_0_0_0_0,0_354_0,#e28180,#df6a00,#47d8e9
22276_1#130,GPS_GM_3294,275,5823,5823,1,26,11,32,227,1,15,96,15428,3879,0_229_0_1_7_0_0_0_0_0_0,0_229_0,#7e862b,#d4ca3c,#02d1ed
22276_1#131,GPS_GM_3295,62,913,914,6,19,9,57,83,28,7,94,15429,24,0_261_0_1_11_0_0_0_0_0_0,0_261_0,#8e1ca7,#c5ce32,#ff66d6
22276_1#132,GPS_GM_3296,53,847,156,7,112,14,11,4,1,6,0,15430,589,0_171_0_0_10_0_0_0_3_0_0,0_171_0,#dc9a6c,#9030b7,#3d43b9
22276_1#133,GPS_GM_3297,22,5902,5902,8,1,6,5,36,3,6,5,15431,885,0_20_1_10_0_3_0_1_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#134,GPS_GM_3298,26,12416,12416,11,27,14,5,53,12,7,816,15432,15,0_310_0_4_2_0_0_0_0_0_0,0_310_0,#b4ba5c,#879100,#37e276
22276_1#135,GPS_GM_3299,669,12196,12196,1,12,18,2,1,1,520,812,15433,13310,NA,None,#e19d4f,#8c8fff,#9f026c
22276_1#136,GPS_GM_3300,61,10625,10625,1,1,31,16,54,10,7,144,15434,390,0_1_0_8_0_0_0_3_0_0_0,0_1_0,#64dd58,#f4b609,#e9b500
22276_1#137,GPS_GM_3301,117,11755,11755,12,640,9,460,261,2,42,770,15435,3206,NA,None,#b1b26c,#ff4aaf,#67d045
22276_1#139,GPS_GM_3302,80,917,473,7,20,5,5,4,4,15,14,15437,3194,0_21_11_0_9_0_1_0_0_0_0,0_21_11,#4a9d30,#73c024,#00b1f1
22276_1#140,GPS_GM_3303,23,11700,185,5,1,14,462,1,35,6,3,15439,12,0_130_1_18_3_0_0_0_0_0_0,0_130_1,#df7ddc,#41a100,#69df5d
22276_1#141,GPS_GM_3304,5,10542,156,7,6,8,13,4,42,25,0,3800,8,0_11_3_13_0_0_0_0_0_3_0,0_11_3,#9c34b3,#9030b7,#8435bb
22276_1#142,GPS_GM_3305,20,802,802,10,38,31,13,53,1,72,38,15440,16,0_197_0_0_68_0_0_0_0_0_0,0_197_0,#81be6d,#42de67,#6bbd23
22276_1#143,GPS_GM_3306,20,802,802,10,38,31,13,53,1,72,38,15441,16,0_197_0_0_39_0_0_0_2_0_0,0_197_0,#81be6d,#42de67,#6bbd23
22276_1#144,GPS_GM_3307,22,5902,5902,8,1,6,5,36,3,6,5,15442,885,0_20_1_10_0_0_5_0_0_1_0,0_20_1,#517820,#c12cb1,#fcb013
22276_1#145,GPS_GM_3308,274,8949,8949,177,83,18,134,4,18,9,187,15443,3387,NA,None,#d589be,#aad329,#30cb52
22276_1#146,GPS_GM_3309,78,5706,5706,10,1,9,5,4,10,11,249,15444,3765,NA,None,#8bbe38,#00a5fb,#cd6600
22276_1#147,GPS_GM_3310,94,2174,2174,7,142,14,16,8,8,6,65,15445,7,0_61_3_4_17_0_0_1_0_0_0,0_61_3,#ed4585,#4297ff,#d94d0b
22276_1#148,GPS_GM_3311,22,12286,5902,8,1,6,5,36,3,473,5,15446,885,0_20_1_10_0_5_0_0_0_0_0,0_20_1,#517820,#c12cb1,#fcb013
